LEMMA	RANK	DISPERSION	FREQUENCY	RANGE
הומור	3591	8.09	15.12	5.64
פקיד	3592	8.09	15.20	4.95
שנגיע	3593	8.08	15.08	5.99
איטליה	3594	8.08	15.49	3.39
אמנם	3595	8.08	15.12	5.58
יון	3596	8.07	15.75	2.02
שורש	3597	8.07	15.19	5.23
הזדקק	3598	8.06	15.07	6.00
ספרות	3599	8.06	15.15	5.10
תכשיט	3600	8.06	15.24	4.71
הפיק	3601	8.06	15.12	5.11
תורך	3602	8.05	15.07	5.86
עקוב	3603	8.05	15.07	5.78
ברלין	3604	8.05	15.61	2.39
קנט	3605	8.04	15.76	1.88
הונאה	3606	8.03	15.25	4.28
תפיסה	3607	8.03	15.04	5.43
קלע	3608	8.03	15.16	4.77
ממשל	3609	8.02	15.30	3.83
תניח	3610	8.02	15.11	5.32
תחייה	3611	8.01	15.10	5.29
חיי	3612	8.01	14.93	5.93
דיאנה	3613	8.00	15.67	1.84
הור	3614	7.99	15.02	5.16
שדיק	3615	7.99	15.48	2.41
דתי	3616	7.99	15.03	4.94
בקר	3617	7.98	15.18	4.30
שהכיר	3618	7.98	14.88	5.96
שנתחיל	3619	7.98	14.89	6.14
הנהלה	3620	7.97	15.13	4.43
מפורסם	3621	7.97	14.93	5.46
אלקטרוני	3622	7.97	15.06	4.84
כתר	3623	7.97	15.30	3.51
שמות	3624	7.96	14.91	5.69
תסתלק	3625	7.96	15.01	4.83
לברוח	3626	7.96	14.93	5.82
צלע	3627	7.95	15.02	4.95
שמורה	3628	7.95	15.15	4.22
אעזוב	3629	7.95	14.90	5.74
התגורר	3630	7.94	14.95	5.02
רים	3631	7.93	14.84	5.68
מחאה	3632	7.93	15.01	4.44
הצל	3633	7.93	15.00	5.02
תרומה	3634	7.93	14.91	4.95
זדיין	3635	7.92	14.98	4.32
התור	3636	7.92	14.88	5.38
רצוף	3637	7.92	14.80	5.68
רוקד	3638	7.91	14.92	4.62
אהרון	3639	7.91	15.49	1.72
תכנון	3640	7.90	14.83	5.48
הד	3641	7.89	14.99	4.35
סלט	3642	7.89	14.95	4.66
ראשוני	3643	7.89	14.81	5.40
סן	3644	7.89	15.06	3.82
מהי	3645	7.89	14.78	5.70
הינה	3646	7.88	15.00	4.20
יקירה	3647	7.88	15.01	4.06
היאמן	3648	7.88	14.77	5.35
עבודתי	3649	7.88	14.76	5.70
פצה	3650	7.87	14.74	5.89
הקצה	3651	7.87	14.82	5.24
תרגיל	3652	7.87	14.85	4.89
הטופש	3653	7.87	14.77	5.73
סין	3654	7.87	15.12	3.22
קיטי	3655	7.87	15.48	1.69
יוצר	3656	7.86	14.76	5.44
מיליוני	3657	7.86	14.77	5.05
זכרון	3658	7.86	14.83	5.15
האנושה	3659	7.86	14.95	4.44
השלט	3660	7.86	14.91	4.79
השגע	3661	7.86	14.69	5.74
אפור	3662	7.86	14.83	4.90
וכול	3663	7.85	14.65	5.95
שתצטרך	3664	7.85	14.65	6.02
שגרה	3665	7.85	14.73	5.49
סימפסון	3666	7.84	15.42	1.84
טיף	3667	7.84	14.73	5.32
האפל	3668	7.84	14.99	4.24
טיעון	3669	7.83	14.83	4.53
התייצב	3670	7.83	14.75	5.17
לפינה	3671	7.83	14.63	5.61
לכוד	3672	7.82	14.77	5.34
תקיף	3673	7.82	14.76	5.18
קורט	3674	7.82	15.29	1.91
מרלין	3675	7.82	15.44	1.24
רצועה	3676	7.82	14.77	4.85
בעצמו	3677	7.82	14.56	6.05
סט	3678	7.82	14.79	4.63
כהה	3679	7.81	14.70	5.17
אתפוס	3680	7.81	14.62	5.41
שקית	3681	7.81	14.74	5.18
בג	3682	7.80	14.63	5.51
הגלגל	3683	7.80	14.71	4.94
עט	3684	7.80	14.73	4.72
נבחרת	3685	7.79	14.93	3.70
לנתק	3686	7.79	14.66	5.42
מודל	3687	7.79	14.74	4.71
ויל	3688	7.79	15.29	1.61
רוחני	3689	7.78	14.72	4.71
החלפה	3690	7.78	14.62	5.38
התרגש	3691	7.77	14.57	5.56
בער	3692	7.77	14.60	5.26
שאראה	3693	7.77	14.54	5.93
האוס	3694	7.76	15.28	1.37
איזשהו	3695	7.76	14.61	5.26
עובר	3696	7.76	14.66	4.93
תום	3697	7.75	14.88	3.30
ווילי	3698	7.75	15.16	1.86
תען	3699	7.75	14.56	5.40
עונין	3700	7.74	14.54	5.52
פולי	3701	7.74	15.16	1.74
מיון	3702	7.74	14.73	4.38
פוגש	3703	7.74	14.45	5.68
שילוב	3704	7.73	14.47	5.70
קיצור	3705	7.73	14.49	5.38
התכופף	3706	7.73	14.57	4.93
מרגרט	3707	7.73	15.02	2.32
אלון	3708	7.72	14.86	3.31
שביקשה	3709	7.71	14.45	5.97
דלקה	3710	7.71	14.70	4.03
אומנות	3711	7.71	14.63	4.54
נישאר	3712	7.71	14.48	5.56
שהייתה	3713	7.71	14.39	5.81
משק	3714	7.70	14.62	4.48
הותקף	3715	7.70	14.54	5.28
שקע	3716	7.70	14.46	5.33
דיכאון	3717	7.70	14.55	4.69
התבונן	3718	7.70	14.46	5.20
סבר	3719	7.70	14.63	4.37
אחל	3720	7.69	14.42	5.45
נוער	3721	7.69	14.56	4.55
שתחזור	3722	7.69	14.37	5.81
אשלי	3723	7.69	15.04	2.03
תשתקי	3724	7.69	14.55	4.74
הפיצוץ	3725	7.69	14.70	3.95
חק	3726	7.68	14.45	5.19
השתדל	3727	7.68	14.38	5.52
אלפא	3728	7.68	14.86	3.01
החשבון	3729	7.68	14.47	4.85
תוכנן	3730	7.67	14.36	5.64
האריס	3731	7.67	14.93	2.23
אימי	3732	7.67	14.58	4.39
מחפש	3733	7.67	14.54	4.69
הכלי	3734	7.66	14.45	5.12
דפוס	3735	7.66	14.51	4.77
יוני	3736	7.66	14.59	3.75
מיה	3737	7.65	15.01	1.73
הרולד	3738	7.65	15.00	1.56
אונס	3739	7.64	14.63	3.57
פרוע	3740	7.64	14.35	5.19
עקף	3741	7.64	14.39	5.27
רוטב	3742	7.63	14.48	4.57
קיין	3743	7.63	14.98	1.65
פעמי	3744	7.63	14.33	5.54
שות	3745	7.63	14.29	5.54
תעז	3746	7.62	14.32	5.51
הצפוני	3747	7.62	14.52	4.24
בזמנו	3748	7.62	14.31	5.38
לה	3749	7.61	14.27	5.45
קוקאין	3750	7.61	14.55	3.66
הפיץ	3751	7.61	14.30	5.42
אוגוסט	3752	7.61	14.53	3.48
קריין	3753	7.61	14.97	1.46
במהרה	3754	7.60	14.32	5.29
התחרפן	3755	7.60	14.33	5.31
נצחי	3756	7.60	14.36	5.07
בור	3757	7.60	14.35	4.88
מקל	3758	7.59	14.34	5.00
ההר	3759	7.59	14.49	3.88
אחז	3760	7.59	14.25	5.26
הארווי	3761	7.58	14.95	1.14
הבלגן	3762	7.58	14.24	5.54
הודי	3763	7.58	14.45	4.13
תם	3764	7.58	14.33	4.90
הכתף	3765	7.57	14.24	5.22
בנט	3766	7.56	14.81	1.88
יסודי	3767	7.56	14.19	5.32
שודד	3768	7.56	14.42	3.89
פאם	3769	7.56	14.85	1.74
בק	3770	7.56	14.51	3.40
שימושי	3771	7.55	14.18	5.57
דיימון	3772	7.55	14.94	0.99
הקיסר	3773	7.55	14.76	1.87
תג	3774	7.54	14.32	4.59
נשר	3775	7.54	14.40	3.94
שגריר	3776	7.54	14.64	2.53
מכשפה	3777	7.54	14.58	3.21
תוקן	3778	7.54	14.35	4.27
לשכה	3779	7.53	14.38	3.86
האמבטיה	3780	7.53	14.26	4.76
שתיקח	3781	7.53	14.06	5.80
טניס	3782	7.53	14.47	3.30
תביט	3783	7.53	14.25	4.42
ואבוי	3784	7.53	14.28	4.61
תרצי	3785	7.52	14.11	5.69
סופרמן	3786	7.52	14.74	1.77
עיני	3787	7.52	14.12	5.33
אווירה	3788	7.52	14.12	5.20
ההודיה	3789	7.52	14.65	2.31
ון	3790	7.52	14.22	4.62
מולדת	3791	7.52	14.36	3.87
סניף	3792	7.52	14.29	4.29
סמטה	3793	7.51	14.29	4.49
ברי	3794	7.51	14.41	3.44
נבל	3795	7.51	14.17	4.98
דמה	3796	7.51	14.07	5.49
חול	3797	7.51	14.12	5.12
נגלה	3798	7.51	14.10	5.70
אשמר	3799	7.50	14.06	5.73
גרה	3800	7.50	14.09	5.35
כריסטופר	3801	7.50	14.60	2.31
יומן	3802	7.50	14.24	4.52
אגלה	3803	7.49	14.07	5.59
אסר	3804	7.49	14.09	5.12
החייה	3805	7.48	14.31	4.07
פראי	3806	7.48	14.15	4.73
מלם	3807	7.48	14.39	3.44
עיכב	3808	7.48	14.02	5.50
המלאך	3809	7.47	14.32	3.77
העצמה	3810	7.47	14.21	4.37
מסור	3811	7.47	14.06	5.12
מדד	3812	7.46	14.05	5.08
קשת	3813	7.45	14.21	4.30
מגף	3814	7.45	14.19	4.20
הקליי	3815	7.44	14.67	1.22
רלוונטי	3816	7.44	14.07	4.63
הזהות	3817	7.44	14.08	4.80
יפהפייה	3818	7.44	14.03	4.96
אקן	3819	7.44	13.98	5.41
תמים	3820	7.44	13.95	5.49
חנון	3821	7.43	14.18	4.30
ופתאום	3822	7.43	13.92	5.52
אפלה	3823	7.43	14.23	4.04
שעשי	3824	7.42	13.91	5.75
שהכול	3825	7.42	14.00	5.04
המזורגג	3826	7.41	14.15	3.73
אודות	3827	7.41	14.04	4.56
אוהד	3828	7.40	14.06	4.06
כיכר	3829	7.40	14.08	3.98
אוטומטי	3830	7.39	13.95	4.93
תקוע	3831	7.39	13.94	5.17
פאב	3832	7.39	14.19	3.43
הפנה	3833	7.38	13.85	5.58
הותיר	3834	7.38	13.91	5.32
התגרש	3835	7.38	13.95	4.73
תיז	3836	7.38	13.92	5.17
ייעוץ	3837	7.38	14.00	4.60
קרייג	3838	7.38	14.50	1.58
התעלף	3839	7.38	13.90	5.14
הצץ	3840	7.37	14.00	4.45
מרשל	3841	7.37	14.37	2.20
בוטן	3842	7.37	14.07	4.13
גלוריה	3843	7.37	14.42	1.97
החסינות	3844	7.36	14.53	1.08
המפלצה	3845	7.36	14.11	4.06
סוטה	3846	7.36	13.91	4.78
הודות	3847	7.35	13.86	5.41
היכנסי	3848	7.35	13.90	4.89
ספטמבר	3849	7.35	13.96	3.94
תצוגה	3850	7.35	13.98	4.21
פומבי	3851	7.34	14.00	3.93
הירגע	3852	7.34	14.03	3.97
התבצע	3853	7.34	13.88	4.70
הסיח	3854	7.34	13.83	5.49
תפקד	3855	7.34	13.80	5.24
בשר	3856	7.34	13.78	5.52
מרפסת	3857	7.34	13.88	4.74
ערה	3858	7.33	13.86	5.08
מרתה	3859	7.33	14.36	1.84
אילץ	3860	7.33	13.77	5.37
עדה	3861	7.33	13.97	4.11
טע	3862	7.32	13.81	5.11
גזע	3863	7.32	13.90	4.41
ערבה	3864	7.30	13.84	4.47
גנוב	3865	7.30	13.80	4.92
אנחה	3866	7.30	14.32	1.70
הפלאפון	3867	7.30	14.03	3.66
מזומן	3868	7.30	13.74	4.96
מפלצת	3869	7.30	13.98	4.22
קאסל	3870	7.29	14.45	0.75
דום	3871	7.29	14.10	2.83
מתמחה	3872	7.29	14.07	3.14
הואשם	3873	7.29	13.72	4.94
ולקח	3874	7.29	13.62	5.76
סמוך	3875	7.28	13.68	5.41
חיבה	3876	7.28	13.72	5.21
מוניקה	3877	7.28	14.23	2.23
נם	3878	7.28	13.83	4.70
קנס	3879	7.28	13.89	3.82
פקפק	3880	7.28	13.70	5.33
הנצח	3881	7.28	13.72	5.05
מענך	3882	7.28	13.72	5.12
החור	3883	7.27	13.75	4.82
יודע	3884	7.27	13.66	5.49
סיאטל	3885	7.27	14.08	2.88
תתני	3886	7.27	13.66	5.40
ראלף	3887	7.27	14.23	1.73
אשליה	3888	7.27	13.79	4.45
פרשה	3889	7.27	13.69	4.82
נימוס	3890	7.26	13.65	5.23
חיץ	3891	7.26	13.67	5.32
עקבה	3892	7.26	13.71	5.32
ולקבל	3893	7.26	13.63	5.26
חשוך	3894	7.26	13.65	5.34
פסיכולוגי	3895	7.25	13.71	4.76
הקליט	3896	7.25	13.74	4.50
למחרת	3897	7.25	13.62	5.17
החמיא	3898	7.25	13.59	5.45
תזדרז	3899	7.24	13.68	4.69
תאם	3900	7.24	13.64	5.20
הדבש	3901	7.24	13.83	3.84
עלוב	3902	7.23	13.61	5.27
העוגה	3903	7.22	13.79	4.10
סיד	3904	7.22	14.18	1.62
במקומך	3905	7.22	13.55	5.55
טופל	3906	7.22	13.59	5.30
תוכנה	3907	7.21	13.86	3.62
המתן	3908	7.21	13.66	4.52
שידר	3909	7.21	13.65	4.83
קיסר	3910	7.21	14.04	2.24
הפקה	3911	7.21	13.69	4.13
המבורגר	3912	7.21	13.74	4.11
מיותר	3913	7.20	13.53	5.29
הכן	3914	7.20	13.56	5.30
כלכלה	3915	7.20	13.69	3.95
תזמון	3916	7.20	13.57	5.29
הכעס	3917	7.20	13.57	5.19
הקדמי	3918	7.19	13.55	5.16
שעובד	3919	7.19	13.49	5.44
פרקר	3920	7.18	14.04	1.86
פנס	3921	7.17	13.62	4.34
ייצור	3922	7.17	13.59	4.28
נידון	3923	7.17	13.50	4.95
אבוא	3924	7.16	13.44	5.38
מתרגש	3925	7.16	13.48	5.01
מבראד	3926	7.15	14.00	1.85
הסודי	3927	7.14	13.53	4.87
ענף	3928	7.14	13.56	4.37
גומי	3929	7.14	13.62	4.29
שנצטרך	3930	7.14	13.40	5.57
השם	3931	7.14	13.55	4.35
פסטיבל	3932	7.14	13.78	3.08
נהיגה	3933	7.13	13.51	4.61
בריכה	3934	7.13	13.57	4.27
אצבעה	3935	7.13	13.44	5.09
כשהייה	3936	7.13	13.40	5.49
גירוש	3937	7.13	13.59	4.05
השוואה	3938	7.12	13.36	5.33
הזיע	3939	7.12	13.43	4.98
סטיוארט	3940	7.12	13.87	2.31
ייבוא	3941	7.12	13.39	5.10
מניאק	3942	7.12	13.57	4.09
שחושב	3943	7.12	13.32	5.50
זייף	3944	7.12	13.48	4.80
הולך	3945	7.12	13.35	5.41
קליטה	3946	7.11	13.54	4.42
קומי	3947	7.11	13.56	4.11
פסגה	3948	7.11	13.53	4.08
מוריס	3949	7.11	13.87	1.96
בגללי	3950	7.11	13.38	5.37
הלוכלך	3951	7.11	13.36	5.19
ויקטוריה	3952	7.10	13.89	1.93
עש	3953	7.10	13.41	4.92
מיילס	3954	7.09	13.98	1.27
שגרירות	3955	7.09	13.76	2.50
סיסמה	3956	7.09	13.57	3.79
ספציפי	3957	7.09	13.35	5.19
פורד	3958	7.08	13.71	2.47
חגיגה	3959	7.08	13.35	4.94
פיקוח	3960	7.07	13.42	4.32
ישמע	3961	7.07	13.30	5.32
אופס	3962	7.07	13.39	4.86
אישית	3963	7.07	13.22	5.33
ממי	3964	7.07	13.30	5.30
הקופסה	3965	7.06	13.55	3.74
העלמה	3966	7.06	13.65	2.78
טוק	3967	7.06	13.65	3.02
שתיכן	3968	7.05	13.35	4.85
הכרטיס	3969	7.04	13.41	4.03
שתצא	3970	7.04	13.24	5.35
נפגשה	3971	7.04	13.24	5.24
ההפך	3972	7.04	13.26	5.16
שבאמת	3973	7.04	13.21	5.44
תבחר	3974	7.04	13.32	4.87
בלייר	3975	7.04	13.90	0.93
הפרש	3976	7.03	13.43	3.69
פורט	3977	7.03	13.33	4.31
דוח	3978	7.02	13.33	4.73
התאושש	3979	7.02	13.23	5.19
תזכר	3980	7.02	13.23	5.15
כופר	3981	7.02	13.54	3.15
ויק	3982	7.02	13.77	1.62
האהב	3983	7.02	13.20	5.21
בגרות	3984	7.02	13.27	4.79
לשן	3985	7.01	13.19	5.43
נד	3986	7.01	13.73	1.77
עקר	3987	7.00	13.26	4.75
לעומת	3988	7.00	13.13	5.30
הציב	3989	7.00	13.20	5.07
נר	3990	7.00	13.20	4.91
וברגע	3991	7.00	13.15	5.46
האינטרנט	3992	7.00	13.30	4.34
קסום	3993	7.00	13.31	4.53
אוציא	3994	7.00	13.17	5.28
אנונימי	3995	6.99	13.30	4.38
העלים	3996	6.99	13.27	4.72
הווה	3997	6.99	13.31	4.40
הופעל	3998	6.99	13.28	4.46
מישה	3999	6.99	13.23	4.79
שלל	4000	6.99	13.22	4.87
סוכריה	4001	6.99	13.36	4.20
ארי	4002	6.98	13.76	1.28
חוכמה	4003	6.98	13.18	4.93
החזרה	4004	6.98	13.16	5.27
מליון	4005	6.98	13.41	3.30
גבה	4006	6.98	13.15	5.18
ייחודי	4007	6.98	13.20	4.78
פרנקלין	4008	6.98	13.57	2.39
נוכח	4009	6.98	13.10	5.11
חובר	4010	6.97	13.16	5.15
שעבר	4011	6.97	13.11	5.43
אנדרסון	4012	6.97	13.55	2.36
סופיה	4013	6.97	13.70	1.58
בפינה	4014	6.96	13.10	4.98
שען	4015	6.96	13.13	4.90
קרלוס	4016	6.96	13.64	1.85
גור	4017	6.96	13.38	3.37
הצמיד	4018	6.96	13.24	4.26
סחב	4019	6.95	13.11	5.03
חסינות	4020	6.95	13.49	2.64
מהנדס	4021	6.95	13.31	3.61
האבד	4022	6.95	13.09	5.26
הוטל	4023	6.95	13.11	4.88
הדפוק	4024	6.95	13.17	4.34
מרפי	4025	6.95	13.60	1.84
לחוץ	4026	6.94	13.17	4.66
כס	4027	6.94	13.17	4.48
בשם	4028	6.94	13.04	5.07
לתך	4029	6.93	13.04	5.20
כיפה	4030	6.93	13.41	2.76
שתבוא	4031	6.93	13.01	5.36
למות	4032	6.92	13.06	5.18
בכה	4033	6.92	13.05	4.93
טריק	4034	6.92	13.21	4.08
צנוע	4035	6.92	13.04	4.93
השגה	4036	6.92	13.02	5.28
תקשר	4037	6.92	13.13	4.65
הקרבן	4038	6.91	13.44	2.69
צוואר	4039	6.91	13.06	4.91
יומד	4040	6.91	13.07	4.85
נשה	4041	6.91	12.99	5.04
מימן	4042	6.90	13.02	4.78
מפחיד	4043	6.90	13.03	5.06
צפצוף	4044	6.90	13.49	2.04
השיני	4045	6.90	13.19	3.95
ורוניקה	4046	6.89	13.61	1.18
קדיש	4047	6.89	12.95	5.14
לבוא	4048	6.89	12.95	5.34
אורז	4049	6.89	13.14	4.04
לן	4050	6.89	13.24	3.41
השתוקק	4051	6.89	13.01	4.96
לפירס	4052	6.88	13.51	1.67
בקי	4053	6.88	13.47	1.81
חשיפה	4054	6.87	13.01	4.79
מסויים	4055	6.87	13.01	4.59
לורי	4056	6.87	13.52	1.57
אחרייך	4057	6.87	12.99	5.07
פילדלפיה	4058	6.87	13.28	2.89
נטלי	4059	6.87	13.51	1.44
תכונה	4060	6.87	12.98	4.87
רוזי	4061	6.87	13.54	1.12
מזיק	4062	6.86	12.93	4.97
וריסון	4063	6.86	13.39	2.08
אסביר	4064	6.85	12.89	5.20
כשאמר	4065	6.85	12.90	5.32
בלייק	4066	6.85	13.43	1.80
החשיב	4067	6.85	12.89	5.13
פרדי	4068	6.85	13.39	1.81
הקשיבי	4069	6.84	13.03	4.12
לכאורה	4070	6.84	12.92	4.81
היקרה	4071	6.84	12.98	4.29
אמבטיה	4072	6.84	12.98	4.53
מאפייה	4073	6.84	13.13	3.39
קוחה	4074	6.84	12.93	4.71
אומלל	4075	6.83	12.90	4.71
מצאתם	4076	6.83	12.95	5.00
חתיכות	4077	6.83	12.90	4.77
הנסיכה	4078	6.83	13.25	2.75
הזדרז	4079	6.83	12.93	4.46
תחזיר	4080	6.83	12.94	4.83
ורוד	4081	6.82	13.00	4.10
קירב	4082	6.82	12.95	4.57
שבח	4083	6.82	12.90	4.51
גלולה	4084	6.82	13.06	3.79
מכובד	4085	6.82	12.84	4.85
פיבי	4086	6.81	13.49	1.11
פייפר	4087	6.81	13.46	1.13
סדרתי	4088	6.81	13.09	3.55
התמוטט	4089	6.80	12.86	4.77
הבפנה	4090	6.80	12.83	5.23
אירח	4091	6.80	12.81	5.09
במכנסי	4092	6.80	12.87	4.73
לף	4093	6.80	12.87	4.65
פופולרי	4094	6.80	12.85	4.72
בחזה	4095	6.79	12.87	4.69
היישר	4096	6.79	12.85	4.82
דרג	4097	6.79	12.89	4.48
סבבה	4098	6.78	13.04	3.51
מאיה	4099	6.78	13.39	1.22
חובש	4100	6.78	12.94	4.10
פייר	4101	6.77	13.10	2.77
הגדרה	4102	6.77	12.77	4.81
מחווה	4103	6.76	12.80	4.73
שלווה	4104	6.76	12.84	4.55
גרוש	4105	6.76	12.79	4.58
בכול	4106	6.76	12.94	3.72
הטיס	4107	6.75	12.89	3.94
נוצרי	4108	6.75	12.92	3.51
עירוני	4109	6.75	12.83	4.25
כותרת	4110	6.74	12.76	4.48
העלם	4111	6.74	12.88	3.98
שאצטרך	4112	6.74	12.70	5.30
סריקה	4113	6.74	12.91	4.12
שתישאר	4114	6.74	12.72	5.15
ויסקי	4115	6.74	12.83	4.10
שקיבלה	4116	6.74	12.68	5.28
ביילי	4117	6.74	13.24	1.49
אישתי	4118	6.74	12.84	4.13
אתך	4119	6.74	12.85	4.04
למשקה	4120	6.73	12.69	4.85
טרם	4121	6.72	12.79	4.27
זעיר	4122	6.72	12.84	4.04
תתנהג	4123	6.72	12.66	5.07
לוד	4124	6.72	13.00	2.82
סמוי	4125	6.72	12.86	3.88
לגביי	4126	6.72	12.86	3.96
גייל	4127	6.71	13.19	1.51
מכנסי	4128	6.71	12.76	4.48
הכח	4129	6.71	12.89	3.51
אמבר	4130	6.71	13.20	1.43
הריים	4131	6.70	12.80	3.96
הארורה	4132	6.70	12.67	4.75
הישבן	4133	6.70	12.77	4.25
פס	4134	6.70	12.73	4.15
שבאמה	4135	6.69	12.60	5.23
וגאס	4136	6.69	12.95	2.69
נאלצ	4137	6.69	12.61	5.10
בהכרח	4138	6.69	12.57	5.07
השתכר	4139	6.68	12.63	4.75
שליט	4140	6.68	12.83	3.61
בעינייך	4141	6.68	12.62	4.68
עוג	4142	6.68	12.76	4.06
שורף	4143	6.68	12.66	4.61
פנטסטי	4144	6.68	12.61	4.50
גלן	4145	6.67	13.03	2.14
זיהום	4146	6.67	12.79	3.73
שבגלל	4147	6.67	12.56	5.12
דייזי	4148	6.67	13.11	1.41
ייצא	4149	6.67	12.58	4.84
קללה	4150	6.67	12.80	3.61
עינוי	4151	6.67	12.69	4.43
חולני	4152	6.67	12.63	4.60
כגופה	4153	6.66	12.66	4.62
כבל	4154	6.66	12.66	4.36
ראשך	4155	6.66	12.62	4.67
מרשם	4156	6.66	12.73	3.96
לדעתך	4157	6.66	12.60	4.74
אגוז	4158	6.65	12.69	3.96
פירוש	4159	6.65	12.57	4.40
בראבו	4160	6.65	12.78	3.27
סטייסי	4161	6.65	13.07	1.39
ומיי	4162	6.64	13.00	1.81
נינה	4163	6.64	13.09	1.36
פריט	4164	6.64	12.68	4.09
קרלה	4165	6.64	13.02	1.79
המריא	4166	6.63	12.59	4.27
אשמח	4167	6.63	12.51	5.02
הצידה	4168	6.63	12.53	4.70
תייר	4169	6.63	12.63	3.99
פצצות	4170	6.62	12.66	3.70
מצץ	4171	6.62	12.60	3.99
גנטי	4172	6.62	12.70	3.79
וונדי	4173	6.61	13.00	1.52
חלקי	4174	6.61	12.50	4.85
שאגיד	4175	6.61	12.48	5.01
אנטי	4176	6.61	12.63	3.71
רזה	4177	6.60	12.51	4.50
שהלך	4178	6.60	12.43	5.19
ספרד	4179	6.60	12.76	2.66
להק	4180	6.60	12.62	3.84
כוסה	4181	6.60	12.50	4.64
קאל	4182	6.60	13.00	1.30
בירך	4183	6.59	12.41	4.87
כשאת	4184	6.59	12.42	5.07
חסד	4185	6.59	12.55	4.05
ייעוד	4186	6.58	12.48	4.66
הכיסא	4187	6.58	12.54	4.28
להלחם	4188	6.57	12.66	3.40
ניתק	4189	6.57	12.42	4.73
פלץ	4190	6.57	12.54	4.41
ברנדון	4191	6.57	12.98	1.15
התמחה	4192	6.57	12.46	4.53
מדעתך	4193	6.57	12.37	4.98
שכמוך	4194	6.56	12.43	4.41
לאונרד	4195	6.56	12.90	1.54
טיפשה	4196	6.55	12.41	4.67
שלדון	4197	6.55	13.01	0.94
בחיי	4198	6.55	12.41	4.71
גריפין	4199	6.55	12.91	1.49
האוטו	4200	6.54	12.55	3.42
ונסה	4201	6.54	12.82	1.85
תלמד	4202	6.54	12.33	4.85
פלין	4203	6.53	12.90	1.12
נישא	4204	6.52	12.35	4.48
גופני	4205	6.52	12.38	4.37
בידור	4206	6.52	12.36	4.27
איילנד	4207	6.51	12.53	3.28
ארבעת	4208	6.51	12.40	4.19
מד	4209	6.51	12.45	3.72
שעדיף	4210	6.50	12.28	5.02
וסן	4211	6.50	12.49	3.22
רביעית	4212	6.50	12.35	4.28
הסלע	4213	6.50	12.46	3.68
בגידה	4214	6.50	12.38	4.28
שרציתי	4215	6.49	12.23	5.09
נקט	4216	6.49	12.25	4.83
גרייסון	4217	6.48	12.85	0.92
תאכל	4218	6.48	12.31	4.45
תמודד	4219	6.48	12.28	4.83
הכספה	4220	6.48	12.57	2.64
קנית	4221	6.48	12.26	4.83
פון	4222	6.47	12.29	4.49
עצרו	4223	6.47	12.40	3.76
רעיל	4224	6.47	12.37	4.04
המפקדה	4225	6.47	12.76	1.27
אלק	4226	6.47	12.77	1.14
כרך	4227	6.47	12.22	4.67
הוסר	4228	6.46	12.23	4.79
שמור	4229	6.46	12.22	4.80
אפיפיור	4230	6.46	12.60	2.06
הסחה	4231	6.46	12.29	4.43
קשרה	4232	6.45	12.23	4.77
שברה	4233	6.45	12.22	4.74
מרתק	4234	6.45	12.18	4.86
באר	4235	6.45	12.37	3.59
כישוף	4236	6.45	12.54	2.75
מוחי	4237	6.44	12.30	4.13
החווה	4238	6.44	12.42	3.18
תפטר	4239	6.44	12.24	4.33
בידוד	4240	6.44	12.38	3.53
הג	4241	6.44	12.30	3.92
טנק	4242	6.44	12.50	2.35
גאוני	4243	6.44	12.22	4.56
התחייב	4244	6.44	12.18	4.46
אדיב	4245	6.42	12.18	4.48
דת	4246	6.42	12.26	3.77
אכנס	4247	6.42	12.11	4.93
אלרגי	4248	6.42	12.29	3.79
האחור	4249	6.41	12.10	4.98
קרוז	4250	6.41	12.55	1.91
שריד	4251	6.41	12.30	3.75
למעני	4252	6.41	12.17	4.51
טמפרטורה	4253	6.41	12.25	3.94
הגדיל	4254	6.41	12.13	4.68
אדריאן	4255	6.41	12.64	1.13
ליידי	4256	6.41	12.44	2.39
יבשה	4257	6.40	12.28	3.64
שנת	4258	6.40	12.06	5.06
סצנה	4259	6.40	12.21	3.77
צורח	4260	6.40	12.23	3.86
וויסקי	4261	6.40	12.23	3.84
טירון	4262	6.40	12.26	3.62
נשתמש	4263	6.39	12.08	4.89
הלידה	4264	6.39	12.22	4.02
שרצית	4265	6.38	12.05	5.02
הבולשה	4266	6.38	12.38	2.75
רציף	4267	6.38	12.24	3.59
יכולה	4268	6.38	12.06	4.84
להמר	4269	6.38	12.19	3.78
פופ	4270	6.37	12.31	2.87
תסתכלו	4271	6.37	12.09	4.47
ידידותי	4272	6.37	12.05	4.69
איר	4273	6.37	12.06	4.67
שגר	4274	6.37	12.07	4.71
חרטה	4275	6.36	12.11	4.36
יחדיו	4276	6.36	12.15	4.08
הוקדם	4277	6.36	12.01	5.00
קי	4278	6.36	12.39	2.31
בון	4279	6.36	12.34	2.71
בחילה	4280	6.36	12.07	4.52
דוחף	4281	6.36	12.03	4.65
בלונדיני	4282	6.35	12.11	4.17
קפיצה	4283	6.35	12.13	3.87
שקוע	4284	6.35	11.99	4.69
הוטרד	4285	6.35	12.02	4.71
בצע	4286	6.34	12.01	4.53
שתל	4287	6.34	12.06	4.36
חובב	4288	6.33	12.00	4.45
התעלה	4289	6.33	12.05	4.20
קפוא	4290	6.33	12.05	4.24
ורוז	4291	6.32	12.37	1.92
שהילד	4292	6.32	12.00	4.52
